,QUERY,FREQ,is_question
775,capacetes imagens,298,FALSE
776,retired silpada jewelry,616,FALSE
777,fly geyser nevada,579,FALSE
778,norma 093,272,FALSE
779,list of novels by nora roberts,907,FALSE
780,preakness past performance,491,FALSE
781,site oficial da honda motos,2071,FALSE
782,paula deen pecan pie recipe,265,FALSE
783,multas fazenda,258,FALSE
784,south carolina weather,336,FALSE
785,enhanced life estate deed,305,FALSE
786,programa para bajar pelicula gratis,330,FALSE
787,make exploding targets,352,FALSE
788,fotos de cabelo com mechas,454,FALSE
789,casas de remates en bogota,2823,FALSE
790,fish oil side effects,3658,FALSE
791,descargar adobe reader pdf gratis,882,FALSE
792,woods finish mower,1012,FALSE
793,raised garden beds,1054,FALSE
794,calculate grade point average,686,FALSE
795,pacman gratis online,2482,FALSE
796,where can i buy juice plus,387,TRUE
797,ingredients in excedrin,648,FALSE
798,gtefcu login,571,FALSE
799,free slide show maker,332,FALSE
800,whales,1586,FALSE
801,print screen shortcut,512,FALSE
802,chicken coop designs,326,FALSE
803,instalador counter strike 1 6,1140,FALSE
804,minas en chihuahua,423,FALSE
805,estado de coahuila,502,FALSE
806,junk muscle cars for sale,294,FALSE
807,donate old cell phones,301,FALSE
808,tosh o comedy central,250,FALSE
809,harley davidson screaming eagle bikes,290,FALSE
810,ruud dealers,313,FALSE
811,assessor property records,1563,FALSE
812,second hand mannequins,840,FALSE
813,list foods with vitamin b,756,FALSE
814,modelo de recurso detran,980,FALSE
815,molhos para bifes,340,FALSE
816,wining number cash5,304,FALSE
817,diagram of brain functions,330,FALSE
818,keystone shower doors,332,FALSE
819,grape and cream cheese salad,325,FALSE
820,serie tv,320,FALSE
821,canteiros fagner,318,FALSE
822,ebay store locations nj,330,FALSE
823,scott and white doctors,479,FALSE
824,perro maltes fotos,333,FALSE
825,create my own jordans,330,FALSE
826,google co,4227,FALSE
827,part time receptionist work,575,FALSE
828,unusual clocks,1047,FALSE
829,1981 toyota parts,275,FALSE
830,driver samsung ml 2165,310,FALSE
831,convertidor de monedas online,267,FALSE
832,mgs edital,347,FALSE
833,mensajitos gratis guatemala,625,FALSE
834,sports baseball scores,506,FALSE
835,obituary alabama,432,FALSE
836,senokot,251,FALSE
837,nadir,360,FALSE
838,cape horn,327,FALSE
839,list of excel functions,471,FALSE
840,used cadillac cts,400,FALSE
841,descargar libros gratis en espanol,287,FALSE
842,zanella motos,976,FALSE
843,kentucky wildcats basketball schedule,1403,FALSE
844,used door panels,1819,FALSE
845,love videos,345,FALSE
846,life coach certification,248,FALSE
847,free clipart for educators,584,FALSE
848,flight arrival,851,FALSE
849,reset samsung,1456,FALSE
850,empleo banco nacion,652,FALSE
851,francisco morato,293,FALSE
852,what causes amyloidosis,257,TRUE
853,atribuna,694,FALSE
854,us flag photos free,341,FALSE
855,paragon fine bone china,502,FALSE
856,ventas de perros pitbull,499,FALSE
857,what is colorectal screening,308,TRUE
858,rapid city daily journal,472,FALSE
859,early hiv symptoms pictures,446,FALSE
860,fuji digital camera problems,519,FALSE
861,1884 morgan silver dollar,386,FALSE
862,dodge dakota trucks for sale,343,FALSE
863,watch free tamil movies,1264,FALSE
864,winchester serial numbers,12283,FALSE
865,when to pick potatoes,474,FALSE
866,nora roberts free,308,FALSE
867,old national bank online,345,FALSE
868,frev,2075,FALSE
869,ford ranger precios,793,FALSE
870,futbol on line,365,FALSE
871,home town buffet,398,FALSE
872,free call log templates,541,FALSE
873,juegos de halo 4,1250,FALSE
874,wicked the musical,446,FALSE
875,poemas mensagens de amor,295,FALSE
876,edital da seduc,313,FALSE
877,average salary police officers,741,FALSE
878,nissan serena,288,FALSE
879,chambatel,498,FALSE
880,where to buy moonshine,642,FALSE
881,ovnis y extraterrestres,385,FALSE
882,list of health care agencies,861,FALSE
883,www irs com,1488,FALSE
884,court clerks salary,355,FALSE
885,copper rates today,959,FALSE
886,what religion is katrina kaif,2000,TRUE
887,saffron,1251,FALSE
888,finding people for free,6101,FALSE
889,3m products,1298,FALSE
890,tooth bleaching,472,FALSE
891,tory burch clearance,2274,FALSE
892,que es la educacion fisica,1085,FALSE
893,tlc africa,819,FALSE
894,return on investment calculation,307,FALSE
895,german made clocks,930,FALSE
896,list of online dictionaries,971,FALSE
897,american life insurance scam,385,FALSE
898,royal caribbean venezuela,674,FALSE
899,en vivo cruz azul vs america,1730,FALSE
900,pomsky breeders,1984,FALSE
901,bolo trufado de maracuja,317,FALSE
902,pbs kids com,2143,FALSE
903,century 21 houses for rent,7240,FALSE
904,innovage remote codes,348,FALSE
905,rakion gratis descargar,270,FALSE
906,scalp tender to touch,659,FALSE
907,mossberg tactical 22,457,FALSE
908,biweekly payment calculators,296,FALSE
909,what does the sec do,1173,TRUE
910,tsn the sports network,290,FALSE
911,giro de noticia,310,FALSE
912,cannon mills,292,FALSE
913,what is mercedes benz target market,552,TRUE
914,trabajo para camiones,1089,FALSE
915,the repository,255,FALSE
916,fun activities for the elderly,280,FALSE
917,thoi trang cong so,590,FALSE
918,how many neutrons does magnesium have,546,TRUE
919,names for grandmother,509,FALSE
920,audiolibro gratis,496,FALSE
921,harley davidson fat html,461,FALSE
922,what is a horses habitat,2088,TRUE
923,horoscopo mhoni vidente,1879,FALSE
924,frases de patricinha,427,FALSE
925,part number look up,648,FALSE
926,driving written test,2044,FALSE
927,rustoleum counter top paint,1168,FALSE
928,head gasket repair cost,3867,FALSE
929,modelos de curiculo,1714,FALSE
930,atkins diet meals,559,FALSE
931,hoja de vida publica,639,FALSE
932,make your own shoes online,1512,FALSE
933,naruto shippuden episodes in english,1994,FALSE
934,convocatoria preparatoria,996,FALSE
935,multas mg detran,4538,FALSE
936,rules for mexican train,1674,FALSE
937,anniversary cards for husband,303,FALSE
938,romance movies,1054,FALSE
939,friv1000,2997,FALSE
940,motos a segunda mano,702,FALSE
941,ptudep org,325,FALSE
942,akron beacon journal obituary,822,FALSE
943,how to open,1496,FALSE
944,trabajo desde casa peru,263,FALSE
945,empleos servientrega,334,FALSE
946,best fourth july festivals east coast,309,FALSE
947,free pack cigarettes,315,FALSE
948,antique hohner harmonicas,984,FALSE
949,assitencia tecnica autorizada,608,FALSE
950,fox sport copa libertadores en vivo,530,FALSE
951,new single cup coffee makers,465,FALSE
952,aluguel samambaia df,547,FALSE
953,bright,297,FALSE
954,return to work sample letter,455,FALSE
955,ushers in baptist church,392,FALSE
956,financiamiento de vehiculos,406,FALSE
957,custom vans,1295,FALSE
958,list of life skills,493,FALSE
959,zara clothing online,605,FALSE
960,line dance instruction sheets,2513,FALSE
961,musica de aventuras,574,FALSE
962,septic tank covers,1013,FALSE
963,vintage travel trailers for sale,423,FALSE
964,consulta saldo ticket,10805,FALSE
965,shared 4 descargar musica,681,FALSE
966,racing engines,295,FALSE
967,who is zendaya coleman,612,TRUE
968,hotmail com en espanol,851,FALSE
969,art deco architecture shtml,913,FALSE
970,what is brazil famous for,457,TRUE
971,ver tv on line gratis,18719,FALSE
972,fiberglass pickup truck bodies,304,FALSE
973,imagenes de chicas y mujeres,765,FALSE
974,how to make cinnamon buns,408,FALSE
975,camionetas doble cabina usadas colombia,336,FALSE
976,antique salt spoons,315,FALSE
977,juegos de barbie moda,274,FALSE
978,la comunicacion efectiva,566,FALSE
979,lista de nomes,4401,FALSE
980,proactive online catalog,266,FALSE
981,yamaha xt 660,482,FALSE
982,minimum age 18 rent a car,342,FALSE
983,termas de concordia,674,FALSE
984,stereotypes of african american males,249,FALSE
985,utilisima cocina facil recetas,858,FALSE
986,movies starring gregory peck,295,FALSE
987,what are jeri ryan s measurements,450,TRUE
988,food list for south beach diet,790,FALSE
989,assistir globo gratis ao vivo,654,FALSE
990,ammonium nitrate for sale,346,FALSE
991,resultado da mega mania cap,283,FALSE
992,grasshopper foods,261,FALSE
993,bong da anh,496,FALSE
994,how do i get wifi,1237,TRUE
995,legoland windsor,479,FALSE
996,small fiberglass fishing boats,345,FALSE
997,valentines words,622,FALSE
998,multi stop truck,727,FALSE
999,pelicula sangre x sangre,1845,FALSE
1000,advantages and disadvantages of privatisation,356,FALSE
1001,trabajo de contador publico,419,FALSE
1002,what does selectively permeable mean,367,TRUE
1003,map of bolivia,400,FALSE
1004,truck turning radius template,281,FALSE
1005,southwest $59 flights,976,FALSE
1006,neck injury settlements,265,FALSE
1007,my msn account,434,FALSE
1008,hershey s chocolate world,304,FALSE
1009,dixie chopper,1465,FALSE
1010,eventos en palacio de los deportes,263,FALSE
1011,herbalifecentral com,344,FALSE
1012,globe gazette,458,FALSE
1013,cabulosos cirurgias,748,FALSE
1014,vinyl contact paper,532,FALSE
1015,mi horoscopo gratis,253,FALSE
1016,poemas de desamor cortos,877,FALSE
1017,convert 12 millimeters to inches,613,FALSE
1018,visa credit card,1565,FALSE
1019,how get nail polish out carpet,1060,TRUE
1020,alcohol and prednisone,331,FALSE
1021,jogos gratis do gta,1164,FALSE
1022,acritica jornal manaus,352,FALSE
1023,watt subwoofer html,1337,FALSE
1024,cartao credito,260,FALSE
1025,rite aid prices,1402,FALSE
1026,how long do you boil artichokes,297,TRUE
1027,kindle fire vs nook color,494,FALSE
1028,wood steering wheel,253,FALSE
1029,what is a lyme disease,1741,TRUE
1030,tatuagem mulher,402,FALSE
1031,vehiculos venezuela,962,FALSE
1032,igora royal hair color,276,FALSE
1033,bay area spare the air days,338,FALSE
1034,statusi,504,FALSE
1035,fotos do filme crepusculo,479,FALSE
1036,affidavit of residency samples,248,FALSE
1037,pharmaceutical identification of pills,358,FALSE
1038,kids valentine sayings,531,FALSE
1039,ctv atlantic contests,1112,FALSE
1040,how make cha lua,278,TRUE
1041,sagarin basketball ratings,438,FALSE
1042,how to download free music?,469,TRUE
1043,copa do nordeste 2013,2839,FALSE
1044,legal advice,1609,FALSE
1045,nestle printable coupons,1415,FALSE
1046,resultados del examen,7641,FALSE
1047,watch young and the restless,376,FALSE
1048,what size generator,1195,FALSE
1049,historical natural gas price,370,FALSE
1050,sharpen chain saws by hand file,581,FALSE
1051,politecnico jaime isaza cadavid,256,FALSE
1052,snapper riding html,1161,FALSE
1053,ver casa via satelite,250,FALSE
1054,diario digital de juarez,315,FALSE
1055,blueberry bush care,309,FALSE
1056,scanimageurl,11421,FALSE
1057,how much does an ipad cost,876,TRUE
1058,elektra tiendas,539,FALSE
1059,compound bows for sale,329,FALSE
1060,joss and main,591,FALSE
1061,arriendo de casa en san bernardo,455,FALSE
1062,different types of sleeves,454,FALSE
1063,powerglide html,881,FALSE
1064,how to cite a documentary,362,FALSE
1065,how to apply for medical,413,FALSE
1066,scabies photos,1789,FALSE
1067,breast cancer radiation treatment,280,FALSE
1068,color of bowel movements,1959,FALSE
1069,price of mercury,382,FALSE
1070,patti page biography,1361,FALSE
1071,causes for low platelet count,4120,FALSE
1072,jogos para 2 pessoas,1176,FALSE
1073,rcti indonesia,480,FALSE
1074,what chemicals are in fertilizer,364,TRUE
1075,cheapest green slips in sydney,477,FALSE
1076,hip surgery pictures,307,FALSE
1077,old cowboy pictures,451,FALSE
1078,gain weight for skinny girls,2664,FALSE
1079,function of the liver,348,FALSE
1080,one mobile market,279,FALSE
1081,kids movies out now,1024,FALSE
1082,significado de la palabra bipolar,290,FALSE
1083,list of national animals,573,FALSE
1084,nuwave reviews,553,FALSE
1085,how to make liquid starch,477,FALSE
1086,empleos en aeropuerto,862,FALSE
1087,unclaimed cash,5859,FALSE
1088,https twitter com,340,FALSE
1089,procurado,6051,FALSE
1090,imagenes de vestidos,2128,FALSE
1091,definition of love,1259,FALSE
1092,how does the spinning jenny work,671,TRUE
1093,how to enter cheat codes,729,FALSE
1094,mollusks,388,FALSE
1095,garmin roads html,363,FALSE
1096,ranitidine 150 mg,596,FALSE
1097,fake id download free templates,1748,FALSE
1098,california state sales tax,1294,FALSE
1099,telemundo en vivo justin,922,FALSE
1100,workcover victoria,1008,FALSE
1101,target on line store,1008,FALSE
1102,musicas de calibre 50,277,FALSE
1103,medicina para colitis,433,FALSE
1104,account online,304,FALSE
1105,scotialine online banking,510,FALSE
1106,what is ecoli,444,TRUE
1107,music indonesia,278,FALSE
1108,types of fish in lakes,313,FALSE
1109,juegos de arreglar carros,531,FALSE
1110,vuelo conviasa,329,FALSE
1111,mta map subway nyc,6924,FALSE
1112,toronto blue jays,1248,FALSE
1113,american rifleman magazine,490,FALSE
1114,ventas de motocicletas,389,FALSE
1115,signs and symptoms of ischemia,1527,FALSE
1116,in store belk coupons,326,FALSE
1117,how to write a cheque,253,FALSE
1118,gambar lucu,11863,FALSE
1119,infracciones de provincia,698,FALSE
1120,behr color chart interior paint,1070,FALSE
1121,dc jail,359,FALSE
1122,voz loquendo descargar,589,FALSE
1123,knee injuries meniscus,428,FALSE
1124,1976 2 dollar bill worth,6323,FALSE
1125,lojas americana,3484,FALSE
1126,little tikes second hand,582,FALSE
1127,what is bbbj,323,TRUE
1128,erika,704,FALSE
1129,spanish cake recipes,418,FALSE
1130,pay surcharge online,1927,FALSE
1131,jogos de vestir barbe,427,FALSE
1132,implantes dentales,869,FALSE
1133,tamales de pollo,356,FALSE
1134,senai cuiaba,845,FALSE
1135,how to make pesto sauce shtml,776,FALSE
1136,black rice recipe,329,FALSE
1137,window treatments decorating ideas,405,FALSE
1138,basketball court diagram layout,726,FALSE
1139,super bowl game schedule,3020,FALSE
1140,como preencher curriculo,1357,FALSE
1141,scampi sauce recipe for pasta html,1495,FALSE
1142,jogos padrinho magico,276,FALSE
1143,grand buffet restaurant,254,FALSE
1144,forklift safety,269,FALSE
1145,step by step fly patterns,331,FALSE
1146,gold price chart 50 years,292,FALSE
1147,free zombies games play,254,FALSE
1148,how to write excuse absent letter,4946,FALSE
1149,mini husky puppies for sale,1443,FALSE
1150,fan monarca tv,1426,FALSE
1151,what are symptoms of uti,695,TRUE
1152,descargar audacity gratis,486,FALSE
1153,famous logos trademarks,283,FALSE
1154,interqual guidelines,453,FALSE
1155,who is the president of mexico,292,TRUE
1156,shirley caesar lyrics,317,FALSE
1157,hayward pool pump timer,335,FALSE
1158,help me solve a cryptic clue,278,FALSE
1159,aspire t180 html,304,FALSE
1160,pagibig online registration,276,FALSE
1161,joyce leslie shop online,955,FALSE
1162,vaporetto polti,263,FALSE
1163,need ideas for a friendly bet,560,FALSE
1164,canciones infantiles en espanol,4293,FALSE
1165,jogos capoeira,700,FALSE
1166,the walking dead season 1,259,FALSE
1167,1970 camaro for sale,254,FALSE
1168,sirloin steak marinade recipe html,835,FALSE
1169,ruas do bairro,461,FALSE
1170,verbos en copreterito,1972,FALSE
1171,microonibus a venda em sp,281,FALSE
1172,hospital ratings by state,12088,FALSE
1173,jogos de hoje paulistao,303,FALSE
1174,bom weather bureau,413,FALSE
1175,now you see me film,698,FALSE
1176,summit credit union,372,FALSE
1177,human body joints,281,FALSE
1178,free webcam broadcast chat,961,FALSE
1179,gluten free bread machine,1078,FALSE
1180,montreal selenium,2369,FALSE
1181,videos de monica,3679,FALSE
1182,new south wales lotto results,498,FALSE
1183,fet life,324,FALSE
1184,how much did abraham lincoln weigh,654,TRUE
1185,que es una ong,289,FALSE
1186,la raiz cuadrada,943,FALSE
1187,caja de cambio automatica,281,FALSE
1188,chevy c4500 kodiak for sale,328,FALSE
1189,plumbing license,278,FALSE
1190,silver certificate appraisals,384,FALSE
1191,movies on amc this week,360,FALSE
1192,edsa revolution,320,FALSE
1193,old fashioned tea cake recipe,485,FALSE
1194,tradutor on line gratis,303,FALSE
1195,jogos da barbi moda magia,1077,FALSE
1196,trabajo en cucuta,401,FALSE
1197,supercuts printable coupons,13689,FALSE
1198,long island city major world,285,FALSE
1199,youtube skrillex,1077,FALSE
1200,shoulder tendinitis,296,FALSE
1201,egress window size chart,1119,FALSE
1202,cargo pants,411,FALSE
1203,tierra cali,1465,FALSE
1204,first signs of chickenpox,1339,FALSE
1205,dash diet high blood pressure,249,FALSE
1206,old hearses for sale cheap,1262,FALSE
1207,santa tereza,251,FALSE
1208,acir leiloeiro,729,FALSE
1209,rv dinette cushions,725,FALSE
1210,mujeres buscando hombres,4019,FALSE
1211,precios de scanner,490,FALSE
1212,grover disease treatment,680,FALSE
1213,common era,555,FALSE
1214,kiz juegos,283,FALSE
1215,where to buy itching powder,305,FALSE
1216,cuauhtemoc,335,FALSE
1217,woman videos,839,FALSE
1218,starbucks menu and prices,627,FALSE
1219,who discovered the element iron,722,TRUE
1220,annette funicello and multiple sclerosis,275,FALSE
1221,vtechkids warranty,545,FALSE
1222,free buffet coupons,491,FALSE
1223,jornal meia hora rj,2730,FALSE
1224,palace of versailles,575,FALSE
1225,used tents,597,FALSE
1226,coconut facts,249,FALSE
